text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
"đã mua hàng nhiều lần của shop . đóng_gói chắc_chắn , giao hàng nhanh .",0,0,0,0,1,0
shop nhiệt_tình đóng_gói chắc_chắn . giá_thành rẻ hơn shop khác,1,1,0,0,1,0
shop giao nhàng rất nhanh và gói rất cẩn_thận sẽ ủng_hộ shop nhiều ạ,0,0,0,0,1,0
"hộp bị móp chút_xíu nhưng với mình chất_lượng quan_trọng hơn hình_thức , để dùng thử nếu oke sẽ tiếp_tục ủng_hộ shop",0,0,0,0,-1,0
shop đóng_gói siêu cẩn_thận . giao hàng nhanh . hàng có vẻ chuẩn,0,0,0,0,1,1
"giao hàng nhanh , đúng sản_phẩm đã chọn , đóng_gói đẹp và chắc_chắn",0,0,0,0,1,1
đã mua hàng nhiều lần và rất hài_lòng về sản_phẩm . tuy lần này giao hàng hơi lâu nhưng không sao,0,0,0,0,-1,0
"giao hàng nhanh , đóng_gói cẩn_thận , chất_lượng ok 👌",0,0,0,1,1,0
"hình_ảnh mang tính_chất nhận xu , đã nhận được hàng và khá ưng_ý , nói_chung sẽ ủng_hộ shop dài_dài",0,0,0,1,0,0
tgian giao hàng quá lâu do bên vc và cũng do shop giao chậm nữa . m về quê chưa tận_tay_cầm sữa nên không biết đóng_gói và chất_lượng tnao,0,0,0,0,-1,0
đóng_gói rất cẩn xa,0,0,1,0,1,0
"mua nhiều lần lắm rồi , chất_lượng không có gì phải bàn , giao hàng rất nhanh kể_cả dịp siêu sale shopee .",0,0,0,1,1,0
"lần sau ủng_hộ shop tiếp nhé , bỉm rất oke",0,0,0,1,0,0
"giao hàng nhanh , đóng_gói chắc_chắn , chất_lượng tốt , hạn sử_dụng xa .",0,0,1,1,1,0
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn .",0,0,0,1,1,0
"sản_phẩm tốt , chính hãng , đóng_gói cẩn_thận , sẽ ủng_hộ shop lâu_dài",0,0,0,1,1,1
"shop chuẩn_bị hàng nhanh , bên vận_chuyển cũng giao nhanh lắm luôn , sữa oke nha .",0,1,0,1,1,0
"gói hàng kỹ , hạn sử_dụng xa , mình mua ngày 10.10 nên được giá tốt . bé nhà mình uống sữa hãng này phát_triển chiều cao rất tốt .",1,0,1,1,1,0
thời_gian giao đầu mua của shop nên không bít hàng chuẩn không mong là chuẩn để ủng_hộ shop,0,0,0,0,1,0
"hàng hạn sử_dụng xa 2020 , sữa mới sẽ ủng_hộ shop",0,0,1,0,0,0
giao hàng nhanh . hàng shop đóng_gói rất cẩn_thận . sữa thơm dễ uống .,0,0,0,1,1,0
"shop đóng_gói hàng cẩn_thận , sữa nhận được hộp còn đẹp nguyên , giao hàng chuẩn_bị hàng nhanh nữa ạ , sẽ ủng_hộ dài_dài nè 🥰",0,0,0,0,1,0
giao hàng nhanh . gói hàng chèn xốp nhưng vẫn bị méo hộp . có tem dán chống hàng giả,0,0,0,0,1,1
đóng_gói kĩ_càng hạn sử_dụng,0,0,1,0,1,0
đã mua nhiều lần . đóng_gói cẩn_thận .,0,0,0,0,1,0
"mua của shop nhiều lần , sữa check được mã mà vỏ lần này bị chày xước nhiều dù bọc kỹ_càng . giao hàng nhanh và bọc cẩn_thận",0,-1,0,0,1,1
"rất hài_lòng giao nhanh mua rất nhiều lần r , vẫn rất chất xa , mọi người nên mua",0,0,1,1,1,1
"sp ok , giao hàng tạm đc , bỉm mỏng , thấm hút tốt . nhưng để qua đêm sợ bị tràn , vì thấy để 3h mà đầy bỉm rồi",0,0,0,1,1,0
"giao hàng nhanh , không móp méo , shop nào móp méo là không thích rồi . đã mua lần 2 . mg hàng ngày , sẽ ủng_hộ tiếp những lần sau . lát check mã_vạch xem sao",0,0,0,0,1,0
đã nhận được hàng nhưng mình bị đặt nhầm nhưng shop cũng vẫn rất linh_động đặc cho đổi sang loại sữa mình cần . mình sẽ tiếp_tục ửng hộ shop những lần tới .,0,1,0,0,0,0
"đặt 12h đêm là sáng sớm đã nhận được hàng , đóng goi siêu kĩ , thùng được chặn xốp chắc_chắn , sản_phẩm lớn , gồm 4 gói nhỏ , hạn sử_dụng lâu , để cho bé uống thử nếu tốt sẽ ủng_hộ",0,0,1,0,1,0
lần thứ 2 mua của shop rồi . hàng đủ tem mác . chất_lượng ok . hy_vọng mình đặt niềm tin đúng chỗ . shop đóng_gói cẩn_thận . giao hàng j & t rất nhanh . tks,0,0,0,1,1,1
"hàng giao nhanh , date hàng đa_phần là t12 tuy_nhiên hàng vẫn đảm_bảo .",0,0,1,0,1,0
giao hàng nhanh_chóng . đóng_gói sản_phẩm cẩn_thận . chất_lượng tốt .,0,0,0,1,1,0
hàng nhận được bị móp méo như hình bên trên . ko biết tại đơn_vị vận_chuyển hay do shop,0,0,0,0,-1,0
"sữa dễ uống thơm , con nhà mình thích lắm . mong uống có tác_dụng ahihi",0,0,0,1,0,0
"shop đóng_gói cẩn_thận , giao hàng nhanh , hy_vọng bé nhà mình tăng kg ạ",0,1,0,0,1,0
đóng_gói cẩn_thận . 5 sao cho chất_lượng,0,0,0,1,1,0
"shop đóng_gói rất cẩn_thận , mua hàng của shop nhiều lần rồi . cơ_mà lần này không được khuyến_mại sâu như mọi lần . hì",0,0,0,0,1,0
"sữa vị socola quá ngọt , lần sau chỉ chọn vị vani thôi , huhuhu",0,0,0,-1,0,0
đóng_gói sản_phẩm chắc_chắn giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời,0,0,0,1,1,0
hộp bị méo,0,0,0,0,-1,0
"giao hàng nhanh gói hàng cẩn_thận , chất_lượng sản_phẩm chưa sử_dụng nên chưa biết có tốt k . hy_vọng con mình hợp với sữa này . nhìn_chung là ok ! để 5 * để shop tiếp_tục phát_triển và có nhiều ưu_đãi cho khách_hàng",0,0,0,0,1,0
"thấy oke mua lần 2 rồi , sữa thơm ngon bé thích uống , đóng_gói chu_đáo",0,0,0,1,1,0
"sữa thơm lắm , màu sáng đẹp . mua lần đầu khá ưng . chưa uống thử nên chưa biết vị_thế_nào",0,0,0,1,0,0
"giao hàng nhanh , đóng_gói cẩn_thận , hy_vọng mua nhiều lần nữa , hỗ_trợ nhiệt_tình",0,1,0,0,1,0
"shop giao hàng nhanh lắm luôn , mới đặt khuya sáng có rồi . sữa hạn sử_dụng xa , mua được giá sale , like like . tks_shop",1,0,1,0,1,0
"rất tin_tưởng sản_phẩm của shop , tem rõ_ràng , gói cẩn_thận , sẽ ủng_hộ shop tiếp",0,0,0,0,1,1
sữa pha không tan vậy shop hàng giả hay thật vậy shop ơi sao ghi quá,0,0,0,-1,0,0
"lần đầu mua của shop nhưng chất_lượng rất tốt , không có một hộp nào bị móp , hàng nắp xanh mẫu mới nhất hạn sử_dụng đến 9 / 2022 , ship hàng nhanh_chóng , mua gần tết nhưng giá rẻ không lên giá_như những shop khác .",1,0,0,1,1,0
nhận được sản_phẩm rất ưng 👍 hàng mới so nên hạn sử_dụng xa sẽ tiếp_tục ủng_hộ shop,0,0,1,1,0,0
giao hàng từ hn vô sg nhưng rất nhanh . đóng_gói kỹ . sữa khá ngọt may là bé hợp_tác uống . sẽ tiếp_tục ủng_hộ shop . giá tốt,1,0,0,0,1,0
"shop giao nhầm sang số 3 , mở rồi nên đành phải dùng , làm_ăn chán quá , rõ_ràng tên là số 4 rồi mà còn nhầm hàng",0,-1,0,0,-1,0
"sản_phẩm đẹp như hình quảng_cáo , sản_phẩm ít có mùi nhựa , giao hàng cực nhanh",0,0,1,1,1,1
"shop giao nhanh , gói hàng cẩn_thận . mua nhiều của shop rồi nên rất ưng_ý",0,0,0,0,1,0
"hàng chuẩn , shop nhiệt_tình , shiper siêu dễ_thương",0,1,0,0,0,1
chất_lượng sản_phẩm tốt . shop đóng_gói cẩn_thận không bị móp méo hộp . hạn sử_dụng dài . sẽ ủng_hộ shop nhiều lần nữa .,0,0,1,1,1,0
"giao nhanh , đóng_gói cẩn_thận , hạn sử_dụng xa . giá_cả phải_chăng",1,0,1,0,1,0
giao hàng nhanh . đóng_gói cẩn_thận . shop uy_tín . đã mua nhiều lần rồi . sẽ ủng_hộ,0,0,0,0,1,0
mua nhiều lần của shop rồi . đóng_gói rất kĩ chắc_chắn . bán hàng rất nhiệt_tình,0,1,0,0,1,0
date mới . giao hàng nhanh_chóng,0,0,1,1,1,0
"giao hàng nhanh , hộp giấy rất chất_lượng , cho shop 5 !",0,0,0,1,1,0
"bỉm mỏng , thoáng , mua hàng tết còn được tặng quà . shop tư_vấn siêu nhanh",0,1,0,1,0,0
giao hàng nhanh,0,0,0,0,1,0
đóng_gói chắc_chắn . giao hàng nhanh . shop nhiệt_tình chất_lượng oke,0,1,0,1,1,0
"đã mua lần 2 của shop ! rất tin_tưởng ! sữa ngon , thơm , tan nhanh trong nước , không vón cục !",0,1,0,1,0,0
"bé nhà mình rất hợp_tác với dòng sữa này , đặc_biệt shop bán giá luôn tốt . mình đã mua không dưới chục hộp ở đây rồi .",1,0,0,0,0,0
chek mã_vạch hàng chuẩn úc,0,0,0,0,0,1
giao hàng nhanh . hàng chất_lượng . đóng_gói kỹ . giá cạnh_tranh . rất đáng tiền . bao_bì mẫu_mã đẹp . sẽ ủng_hộ lâu_dài . chúc mua may bán đắt,1,0,0,1,1,0
đóng_gói rất cẩn hạn sử_dụng xa .,0,1,1,1,1,0
"lần nào cũng canh hộp giấy để mua , tính ra giá_thành rẻ hơn và đỡ mất_công đập móp hộp để vứt đi",1,0,0,0,0,0
"giao hàng nhanh , hàng có tem nhãn đầy_đủ , giá_cả hợp_lý , đóng_gói cẩn_thận",0,0,1,0,1,1
"ok , hạn 202 dài",0,0,1,1,0,0
"shop đóng_gói siêu cẩn_thận . mình rất ưng_ý . vote shop 5 sao . đủ 10 kí_tự chưa nhỉ ... , m có bán quần chip dokma nha : )",0,0,0,0,1,0
gói cẩn_thận giao nhanh,0,1,0,0,1,0
vừa đặt chiều hôm_qua . trưa nay đã nhận,0,0,0,0,1,0
date mới 5sao,0,0,1,0,0,0
gói hàng cẩn_thận . tư_vấn nhiệt_tình trách_nhiệm . 5 sao ủng_hộ .,0,1,0,0,1,0
quà tặng m không hài,0,-1,0,0,0,0
sản_phẩm đóng_gói chắc_chắn . chưa sử_dụng nên chưa biết chất_lượng,0,1,0,0,1,0
"mua sale được giá hàng đóng_gói kĩ_càng chèn xốp , dán niêm_phong hàng dễ vỡ nữa . hộp sữa nguyên_vẹn không móp méo j . ưng",1,1,0,0,1,0
"sản_phẩm đóng_gói cẩn_thận , giao hàng nhanh , sẽ còn ủng_hộ cửa_hàng",0,0,0,0,1,0
shop đóng_gói cẩn_thận . giao hàng hơi lâu xíu . sữa hạn sử_dụng tháng 11 / 2021 nói_chung tạm ổn,0,0,1,0,-1,0
hạn_dùng 2021 . được shop quan_tâm mỗi khi có khuyến_mãi nên rất vui . hài_lòng .,0,1,0,0,0,0
"hàng ngon , chất_lượng . mua lần thứ 2 của shop sẽ tiếp_tục ủng_hộ và hẹn gặp lại em những lần sau . chúc vui_vẻ và hạnh_phúc !",0,0,0,1,0,0
sữa thơm và béo . bé rất thích . giao hàng nhanh . đúng hàng . cám_ơn shop,0,0,0,1,1,1
hình và video không liên_quan . giao hàng nhanh . về háo_hức mở ra mà chưa được nhận mẫu mới . vẫn giao theo mẫu cũ . cảm_ơn shop nhiều,0,0,0,0,1,0
đã mua hàng 2 lần đóng_gói cẩn_thận chắc_chắn không bị móp méo luôn nhé mn ! sẽ ủng_hộ tiêp tục ạ,0,1,0,0,1,0
"giao hàng nhanh , đóng_gói cẩn_thận , sản_phẩm đúng mẫu , sẽ tiếp_tục ủng_hộ",0,1,0,0,1,1
"ngon , bé mình rất thích uống",0,0,0,1,0,0
sữa tốt hàng chuẩn giá lại rẻ nữa . giao hàng nhanh đóng_gói cẩn_thận .,1,0,0,1,1,1
hàng nhận oke ạ nhưng 1 hộp bị móp méo chắc do vận_chuyển nhưng ksao ạ,0,0,0,0,-1,0
sữa thơm . chủ shop tư_vấn nhiệt_tình . giao hàng nhanh . lần sau ủng_hộ shop tiếp,0,1,0,1,1,0
bỉm dùng tốt shop đống gói cẩn_thận giao hàng nhanh con mình cứ hết bỉm lại ủng_hộ shop,0,0,0,1,1,0
"sp chất_lượng , giao hàng nhanh",0,0,0,1,1,0
"đóng_gói sản_phẩm chắc_chắn , shop phục_vụ tốt , chất_lượng sản_phẩm ok !",0,1,0,1,1,0
sữa ngậy béo nhàn_nhạt mà con mình lại không thích uống . uống 3 lần mới hết hộp 200ml buồn_ghê,0,0,0,1,0,0
"đã mua 3 lần , con uống tiêu_hóa tốt , không bị bón , sẽ cho con dùng luôn sữa này . sp rẻ và chất_lượng , hàng check ra chính hãng . mọi ng yên_tâm khi mua cho con dùng nhé !",1,0,1,1,0,1
"shop giao hàng nhanh , đóng_gói chắc_chắn . mình chưa dùng nên chưa đánh_giá được chất_lượng , chất_lượng oke nữa thì sẽ ủng_hộ shop dài_dài",0,0,0,0,1,0
giao hàng nhanh,0,0,0,0,1,0
mình đã mua hàng lần 2 của shop . giao hàng nhanh . shop rất nhiệt_tình .,0,1,0,0,1,0
"sản_phẩm tem chính hãng . shop phục_vụ tốt , đóng hàng nhanh và gửi hàng rất nhanh",0,1,0,0,1,1
giao hàng chậm đừng nên chọn j & t_expres,0,0,0,0,-1,0
"shop giao nhanh , sản_phẩm tốt , m rất hài_lòng , gần nhà đặt ship now rất tiện",0,0,0,1,1,0
"thời_gian giao hàng nhanh . , đã nhận được hàng giống như mô_tả . , thanks !",0,0,0,0,1,0
hộp sữa bị bung nên shop cần bọc sản_phẩm kĩ hơn nữa tránh bị va_đập,0,0,0,0,-1,0
đóng_gói cẩn thân . date xa . giá phải c,1,0,1,0,1,0
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm đẹp và chắc_chắn , thời_gian giao hàng nhanh",0,0,0,1,1,0
mới đặt đã nhận được r ạ . hộp mới hạn sử_dụng dài . ủng_hộ shop 👍,0,0,1,0,1,0
"bé được 4 tháng chỉ mua hàng của shop , hàng đảm_bảo , giá ổn_định . còn ủng_hộ dài 😋",1,0,0,1,0,0
giao hàng nhanh . đóng_gói cận thận . cảm_ơn shop hihi,0,0,0,0,1,0
"hàng giao nhanh , đóng_gói ổn . cảm_ơn shop nhé",0,0,0,0,1,0
"giao hàng nhanh , mua quen quá nhiều lần 😍",0,0,0,0,1,0
shop bọc gói cẩn không bị móp méo . giao hàng nhanh .,0,0,0,0,1,0
"sữa rất thơm , dễ uống . bé rất thích . , shop gói hàng rất cẩn_thận",0,0,0,1,1,0
shop giao hàng nhanh . đóng_gói cẩn_thận . hsd 202 nên thoải_mái lô hàng mới,0,0,1,0,1,0
"shop giao hàng siêu nhanh , đóng_gói chắc_chắn , sản_phẩm hạn sử_dụng mới",0,0,1,0,1,0
sản_phẩm_chất_lượng oke,0,0,0,1,0,0
"chất_lượng tốt , dùng cả đêm không tràn 😊",0,0,0,1,0,0
hàng giao nhanh trong vòng 1h . date xa . sẽ ủng_hộ tiếp .,0,0,1,0,1,0
giao hàng chậm,0,0,0,0,-1,0
giao hàng nhanh đóng_gói cẩn_thận sản_phẩm_chất_lượng thanks shop nhiều .,0,0,0,1,1,0
sữa không thấy dán tem của friso nên cảm_thấy không an_tâm lắm 😬,0,0,0,0,0,-1
date mới đóng_gói hàng cẩn_thận,0,0,1,0,1,0
"date đúng như mô_tả , mua được giá sale nên cũng thích , chưa dùng nên không đánh_giá được chất_lượng",1,0,1,0,0,0
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn , giao nhanh , hàng chính hãng",0,0,0,1,1,1
đóng_gói sản_phẩm rất chắc_chắn . hàng chuẩn . hy_vọng bé uống sẽ có hiệu_quả tốt,0,0,0,1,1,0
"mua lần 2 ưng_ý từ sản_phẩm đến cách phục_vụ , sẽ tiếp_tục ủng_hộ shop trong thời_gian tới ạ",0,1,0,1,0,0
"giá rẻ hơn ở đại_lí , hi_vọng 0 phải sữa kém chất_lượng . đóng_gói cẩn_thận , chắc_chắn .",1,0,0,0,1,0
"sữa mới , hạn sử_dụng dài , thơm , bé rất thích uống . , shop chuẩn_bị hàng lâu",0,0,1,0,-1,0
"giao hàng quá lâu , chắc 1 tuần !",0,0,0,0,-1,0
bọc cẩn_thận rồi mà vẫn bị méo nhưng vẫn cho 5 * để lsau mua lại,0,0,0,0,-1,0
"shop đóng hàng cần thận , bé dùng tốt sẽ ủng_hộ shop tiếp",0,0,0,0,1,0
chất_lượng ok . ở hà_nội giao bằng now ship rất nhanh . sẽ mua hàng ủng_hộ lần sau,0,0,0,1,1,0
hàng mẫu mới lon lần này không bị móp ok nói_chung là mua nhiều lần giá lấy xu thôi .,0,0,0,1,1,0
"giao hàng nhanh , hộp sữa không bị móp , nhìn mới . uống oki sẽ lại mua tiếp , mua hàng trên shope chủ_yếu là uy_tín đúng hàng thì sẽ ủng_hộ dài_dài",0,0,0,0,1,1
"hàng chuẩn nhé mọi người , mua nhiều rồi và giao hàng siêu nhanh luôn , rất ưng cách phục_vụ của shop",0,1,0,0,1,1
shope giao hàng chậm,0,0,0,0,-1,0
"gói hàng cẩn nhận , giao hàng nhanh , mua thử xem con có hợp_tác không để mua thêm ạ",0,0,0,0,1,0
thật_tình shop lúc_nào cũng làm minh hài_lòng vì cái sự nhanh_nhẹn và đóng_gói kỹ_lưỡng nên toàn kiếm ưu_đãi mà vẫn chưa thấy thôi kaka,0,1,0,0,1,0
mình đã nhận được hàng rùi . cảm_ơn shop nhé . hàng giao rất nhanh và đúng như trong thông_tin về sản_phẩm đến tháng 7 / 2021 . mình sẽ ủng_hộ shop nhiều nha .,0,0,1,0,1,1
đóng_gói kỹ chắc_chắn hạn sử_dụng mới tới 202,0,0,1,0,1,0
"đóng_gói hàng rất kỹ , con mình thích uống nên mua đều thôi chứ cũng không tăng cân nữa r 😭",0,0,0,0,1,0
"giao hàng nhanh , chất_lượng sản_phẩm tốt , đóng_gói chắc_chắn ❤ ️",0,0,0,1,1,0
"đóng_gói chắc_chắn , giao hàng nhanh , sản_phẩm_chất nhiệt_tình",0,1,0,1,1,0
"giao hàng rất nhanh , đóng_gói cẩn_thận , hạn sử_dụng xa , rất đáng tiền",0,0,1,0,1,0
"shop giao hàng rất nhanh , sản_phẩm không đóng_góp cẩn_thận , không bị bóp_méo , chờ xem em bé có hợp sữa không , 😁",0,0,0,0,1,0
"okela 😁 sản_phẩm_chất_lượng , giao đủ số , mình thích lắm á 5 kí_tự nè",0,0,0,1,0,0
đã nhận được hàng như đã đặt . shop giao hàng nhanh_chóng . cảm_ơn shop nhiều nhé,0,0,0,0,1,0
giao hàng nhanh không bị bóp_méo,0,0,0,0,1,0
đóng_gói sản_phẩm chắc_chắn . giao hàng nhanh . hạn sử_dụng rất lâu .,0,0,1,0,1,0
"giao hàng nhanh mới đặt hôm_qua hôm_nay đã có hàng , hạn sử_dụng xa nên yên_tâm",0,0,1,1,1,0
"giao hàng nhanh , đóng_gói cẩn_thận , sẽ ủng_hộ shop lần sau .",0,0,0,0,1,0
"bỉm dùng ok , video hình_ảnh không liên_quan , giao hàng nhanh .",0,0,0,1,1,0
"đóng_gói cẩn_thận , giao hàng nhanh nhưng mình có thắc_mắc chỗ lúc lấy được thùng sữa ra lại thấy như trước đó đã bị mở rồi ( hình chụp ) , kiểm_tra phần bịch bột trong thì không thấy vấn_đề gì",0,0,0,0,1,0
giao_hành nhanh . mua hộp lớn để tiết_kiệm nhiều hơn . đóng_gói sản_phẩm tốt,0,0,0,0,1,0
date 4.202 giá của shop so với các shop khác cũng không cao không rẻ nhưng áp mã hoàn xu được nên đợt sale tới shop có giảm_giá mình sẽ mua thêm,1,0,1,0,0,0
"giao hàng nhanh , đúng sp , bé mình trên 6kg còn đang mặc kích_thước s , nhưng mà đặt mua m luôn vì kích_thước từ 6 - 11kg hy_vọng không to quá",0,0,0,0,1,1
"sản_phẩm_chất_lượng tốt , shop phục_vụ tốt . shop đóng_gói rất cẩn_thận và gửi hàng rất nhanh",0,1,0,1,1,0
sữa này bé nhà mình rất thích uy_tín giao hàng tội bên vận_chuyển hơi ăn_gian bắt mình + thêm tiền ship ngoài nữa,0,1,0,0,-1,1
hộp sữa không giống hộp trước đó mình mua ở chưa sử_dụng nên chưa biết chất_lượng tốt ko .,0,0,0,0,0,-1
"giao hàng nhanh , bọc gói cẩn_thận , nhưng hộp lần này sữa hơi bị vón cục , lần trước mịn hơn",0,0,0,-1,1,0
"tuy giao hơi chậm chút_xíu nhưng hàng đóng_gói chắc_chắn , sản_phẩm như mong_đợi , chưa dùng nên chưa biết chất_lượng có giống hàng đóng lon hay ko , cho 5 sao vì cách phục_vụ chu_đáo của shop",0,1,0,0,1,0
hàng ok . tem nhãn đầy_đủ,0,0,0,0,0,1
hàng chuẩn . shop đóng hàng rất cẩn_thận và gửi hàng rất nhanh .,0,0,0,0,1,1
hộp bị méo móp không hài_lòng cho lắm . cho shop 4 sao nhắc nhẹ .,0,0,0,0,-1,0
m đã nhận được hàng . giao hàng nhanh đúng là nhanh thật . m chưa uống nên chưa đánh_giá được clsp . nếu ngon lần sau m sẽ ủng_hộ tiếp .,0,0,0,0,1,0
"sản_phẩm_chất_lượng , hạn sử_dụng xa đóng_gói sản_phẩm chắc_chắn . giao hàng nhanh_chóng ! 👍",0,1,1,1,1,0
mua sữa ở đây rất nhiều lần rất yên_tâm vì hạn sử_dụng xa mà giá_thành oke .,1,0,1,1,0,0
"đóng_gói chắc_chắn , hộp không bị móp , đẹp .",0,0,0,0,1,0
"giao hàng lâu quá ☹ ️ tội_nghiệp shipper mưa_gió tối muộn vẫn đi ship ,",0,1,0,0,-1,0
"đóng_gói cẩn_thận , giá rẻ so với bên ngoài , đã thử vị sữa và vỏ hộp hàng chuẩn",1,0,0,0,1,1
chất_lượng sản_phẩm tuyệt hàng gói đẹp .,0,0,0,1,1,0
"mua 2 lần của shop thấy hàng ok , con mik rất thích . chúc shop buôn may bán đắt nhé ! ủng_hộ shop dài",0,0,0,1,0,0
hộp bị móp,0,0,0,0,-1,0
"shop giao hàng siêu nhanh , hàng đúng loại , bỉm này giá rẻ mà thấm hút tốt , dùng oke",1,0,0,1,1,1
"date xa , đóng_gói cẩn_thận , rất hài_lòng",0,0,1,1,1,0
đã mua của shop nhiều lần . hàng chuẩn và có tem mác đầy_đủ . giao hàng siêu nhanh . sẽ ủng_hộ tiếp,0,0,0,0,1,1
"sản_phẩm tốt , shop tư_vấn nhiệt_tình",0,1,0,1,0,0
shop giao hàng nhanh . đóng sản_phẩm đã chọn và mô_tả . lấy tạm ảnh chụp sản_phẩm shop khác thôi chứ hàng nguyên tem nhé,0,0,0,0,1,1
"mua bỉm chỗ này nhiều lần rồi , cứ hết là lại đặt mỗi chỗ này thôi , bỉm giá bình_dân nhưng dùng cũng oke",1,0,0,1,0,0
giao hàng nhanh_chóng . sữa khá ngọt nếu bé uống lần đầu có_thể không thích lắm nhé nhưng bé uống vài lần quen thì ok . mình từng có trải nghiệm không tốt khi mua sữa trên shope bị lừa nhưng quyết_định tin shop lần này xem sao . đây là lần đầu đặt shop này mình se ủng ho tiếp !,0,0,0,1,1,0
"cảm_ơn đã giao hàng nhanh , nhưng vỏ hộp móp méo , rách_nát nhiều , . mong giao hàng còn nguyên_vẹn giùm",0,0,0,0,-1,0
giao hàng nhanh . giá rẻ hơn so với các shop khác . shop tư_vấn nhanh,1,1,0,0,1,0
hộp bóp_méo quá !,0,0,0,0,-1,0
"mua lại lần 2 , bỉm thấm hút tốt , mềm , phù_hợp với giá tiền . giao hàng nhanh . sẽ ủng_hộ tiếp .",1,0,0,1,1,0
"bỉm giao nhanh , bỉm chuẩn . hết loại core nên lấy tạm angel . tất_tặng xinh",0,1,0,0,1,1
"giá tốt hàng chuẩn . giao hàng siêu nhanh , đóng_gói cẩn_thận , sữa hạn sử_dụng xa 🤪 đã mua rất nhiều lần .",1,0,1,0,1,1
"hàng oke mua nhiều lần của shop rồi ! nhưng lần nay bị vỡ nắp nhé shop ơi , ko biết do khâu nào ?",0,-1,0,0,-1,0
mình lần đầu mua sữa của shop mình rất hài_lòng về sữa . sẽ quay lại mua tiếp 🥰,0,0,0,1,0,0
chưa sử_dụng nên chưa biết nên ? đóng_gói cẩn_thận,0,0,0,0,1,0
"chất_lượng sản_phẩm tuyệt_vời , shop tư_vấn nhiệt_tình , giao hàng nhanh .",0,1,0,1,1,0
shop giao hàng rất nhanh . sữa vị khá ổn nhưng mình bị bất dung_nạp lactose nên phần_lớn mua làm kefir với piima : ),0,0,0,1,1,0
yubest mềm hút tương_đối . nhưng gold và night phần đùi có vẻ rộng hơn các loại khác . bé nào đùi to thì ok . đùi nhỏ nằm nghiêng hay bị chảy ra ngoài,0,0,0,1,0,0
"giao_hành nhanh , đóng_gói cẩn_thận , hạn sử_dụng xa , chất_lượng sản_phẩm oke",0,0,1,1,1,0
"đóng_gói kỹ , hàng về còn nguyên_vẹn",0,0,0,0,1,0
"đã nhận đóng_gói cẩn_thận và giao hàng nhanh , đã dùng sữa rất yên_tâm",0,0,0,0,1,0
giao hàng hơi lâu xíu . sp_oke,0,0,0,1,-1,0
shop giao hàng nhanh . sản_phẩm hạn sử_dụng xa . đóng_gói sản_phẩm cẩn_thận,0,1,1,1,1,0
sữa rất thơm . bé nhà mình rất thích .,0,0,0,1,0,0
"đóng_gói cẩn hàng nhanh , hạn sử_dụng tốt .",0,0,1,0,1,0
bé nhà mình rất thích ăn . date xa giao hàng nhanh . giá rẻ hơn thị_trường . sẽ ủng_hộ thêm,1,0,1,0,1,0
"mua 2 lần shop rồi , sữa tốt , giao hàng nhanh_chóng , hạn sử_dụng xa",0,0,1,1,1,0
shop giao hàng nhanh đóng_gói cẩn_thận . sp hạn sử_dụng xa . lần sau sẽ quay lại ủng_hộ thử cho bé vị dâu nữa 😁 .,0,0,1,0,1,0
"ship nhanh , chất_liệu mềm_mại mà hơi mỏng không biết với bé tiểu nhiều có bị tràn ko . shop ân_cần chu_đáo",0,1,0,1,1,0
sp sẽ phản_hồi lại cho shop sau khi dùng . shop giao hàng nhanh . sẽ ủng_hộ shop tiếp lần sau .,0,1,0,0,1,0
sản_phẩm đúng miêu phải gói cẩn xa 202,1,0,1,0,1,1
"sữa thơm , dễ uống",0,0,0,1,0,0
"chất_lượng sản_phẩm tốt , đóng_gói chắc_chắn , phục_vụ tốt , giao hàng hơi lâu",0,1,0,1,-1,0
"hạn sử_dụng xa 2022 , săn sale được giá rẻ , chất_lượng chưa sử_dụng chưa biết , đóng_gói cẩn_thận",1,1,1,0,1,0
"mua lần nào cũng ưng , giao hàng nhanh , gói hàng cẩn_thận .",0,0,0,0,1,0
"giao hàng đúng hẹn , hàng chuẩn , hạn sử_dụng còn dài . thanks shop .",0,0,1,0,1,1
date hơi ngắn khoảng hơn 6 tháng,0,0,-1,0,0,0
shop giao hàng nhanh,0,0,0,0,1,0
"giao hàng nhanh , shop đóng_gói sản_phẩm cẩn_thận , hàng đẩy đủ , đúng loại , schua hạn sử_dụng 03 / 21",0,0,1,0,1,1
"sữa ngon , shop mix nhiều vị , giao hàng nhanh , tư_vấn nhiệt_tình và gói hàng kĩ_lưỡng",0,1,0,1,1,0
"sp ok , đội_ngũ giao hàng dễ_thương chuyên_nghiệp , tận_tình , hình_như là jt expres",0,1,0,1,1,0
"hàng chuẩn chính hãng , có_điều không hiểu sao vỏ hộp bị móp .",0,0,0,0,-1,1
"sản_phẩm tốt , shop giao hàng nhanh , uy_tín . sẽ ủng_hộ shop tiếp",0,0,0,1,1,0
"giao hàng nhanh , bọc gói hàng cẩn_thận , giá_thành phù_hợp giá tiền",1,0,0,0,1,0
